,mape_max_swe,snow_melt_rate,median_bias_swe_duration_Day
SNOTEL:946_AK_SNTL,-0.04435460784126276,-0.5224967740129279,0.09236947791164658
SNOTEL:1035_AK_SNTL,0.7718518493488846,-0.2513562159113254,0.2523364485981308
SNOTEL:1103_AK_SNTL,-0.4160182493393782,-0.626791240979535,0.08641975308641975
SNOTEL:1002_AK_SNTL,0.08567762923630579,0.4375349591128269,0.009523809523809525
SNOTEL:967_AK_SNTL,-0.20248001072983252,-0.3225986529720605,-0.02912621359223301
