,mape_max_swe,snow_melt_rate,median_bias_swe_duration_Day
SNOTEL:947_AK_SNTL,0.11159466209200253,-0.5590415085314324,0.07142857142857142
SNOTEL:949_AK_SNTL,0.45905098065189925,-0.29657213063020144,0.18396226415094338
SNOTEL:948_AK_SNTL,0.007281163571413091,-0.536782301721532,0.07511737089201878
SNOTEL:950_AK_SNTL,-0.3108265426368475,-0.6495249513964609,-0.02564102564102564
SNOTEL:951_AK_SNTL,0.19283910006854627,-0.6314667951606813,0.06074766355140187
