,fff,upplim_destruct_metamorph,medlynslope,sand_pf,zsno,d_max,e_ice,dleaf,slopebeta,frac_sat_soil_dsl_init,jmaxb0,accum_factor,medlynintercept,maximum_leaf_wetted_fraction,leafcn,tpu25ratio,cv,wc2wjb0,clay_pf,nstem,n_melt_coef,xdrdt,a_exp,jmaxb1,om_frac_sf,snw_rds_refrz,liq_canopy_storage_scalar,z0mr,tkd_sand,C2_liq_Brun89,krmax,theta_cj,scvng_fct_mlt_sf,slatop,wind_min,a_coef,ssi,vcmaxha,kmax,baseflow_scalar
pe_basin_0_0000,0.034975,65.125,"[9.       3.180825 3.180825 3.180825 6.386825 6.386825 5.22515  5.22515
 5.22515  4.0978   4.0978   4.0978   6.7907   6.7907   2.7246   6.2176
 6.2176   2.7246   2.7246   6.2176   6.2176   6.2176   6.2176   6.2176
 6.2176   6.2176   6.2176   6.2176   6.2176   6.2176   6.2176   6.2176
 6.2176   6.2176   6.2176   6.2176   6.2176   6.2176   6.2176   6.2176
 6.2176   6.2176   6.2176   6.2176   6.2176   6.2176   6.2176   6.2176
 6.2176   6.2176   6.2176   6.2176   6.2176   6.2176   6.2176   6.2176
 6.2176   6.2176   6.2176   6.2176   6.2176   6.2176   6.2176   6.2176
 6.2176   6.2176   6.2176   2.7246   2.7246   6.2176   6.2176   2.7246
 2.7246   2.7246   2.7246   2.7246   2.7246   6.2176   6.2176  ]",1.2999999999999972,0.016982575000000003,62.712500000000006,7.7375,"[0.         0.00028728 0.00028728 0.0009576  0.0121095  0.0121095
 0.02747925 0.02747925 0.02747925 0.01411425 0.01039534 0.00415813
 0.00161712 0.00161712 0.00161712 0.01017239 0.01017239 0.01017239
 0.01017239 0.01017239 0.01017239 0.01017239 0.01017239 0.01017239
 0.01017239 0.01017239 0.01017239 0.01017239 0.01017239 0.01017239
 0.01017239 0.01017239 0.01017239 0.01017239 0.01017239 0.01017239
 0.01017239 0.01017239 0.01017239 0.01017239 0.01017239 0.01017239
 0.01017239 0.01017239 0.01017239 0.01017239 0.01017239 0.01017239
 0.01017239 0.01017239 0.01017239 0.01017239 0.01017239 0.01017239
 0.01017239 0.01017239 0.01017239 0.01017239 0.01017239 0.01017239
 0.01017239 0.01017239 0.01017239 0.01017239 0.01017239 0.01017239
 0.01017239 0.01017239 0.01017239 0.01017239 0.01017239 0.01017239
 0.01017239 0.01017239 0.01017239 0.01017239 0.01017239 0.01017239
 0.01017239]",-0.9987499999999994,1.5493750000000002,0.0095125,0.156875,"[95250.6825 95250.6825 95250.6825 95250.6825 95250.6825 95250.6825
 95250.6825 95250.6825 95250.6825 95250.6825 95250.6825 95250.6825
 95250.6825 95250.6825 95250.6825 95250.6825 95250.6825 95250.6825
 95250.6825 95250.6825 95250.6825 95250.6825 95250.6825 95250.6825
 95250.6825 95250.6825 95250.6825 95250.6825 95250.6825 95250.6825
 95250.6825 95250.6825 95250.6825 95250.6825 95250.6825 95250.6825
 95250.6825 95250.6825 95250.6825 95250.6825 95250.6825 95250.6825
 95250.6825 95250.6825 95250.6825 95250.6825 95250.6825 95250.6825
 95250.6825 95250.6825 95250.6825 95250.6825 95250.6825 95250.6825
 95250.6825 95250.6825 95250.6825 95250.6825 95250.6825 95250.6825
 95250.6825 95250.6825 95250.6825 95250.6825 95250.6825 95250.6825
 95250.6825 95250.6825 95250.6825 95250.6825 95250.6825 95250.6825
 95250.6825 95250.6825 95250.6825 95250.6825 95250.6825 95250.6825
 95250.6825]",0.3258875,"[ 1.15625    67.0625     67.0625     29.84641198 34.22883363 34.22883363
 27.11655722 27.11655722 27.11655722 42.10670066 26.88953488 24.74375
 23.934375   32.40610987 40.88578501 32.40610987 28.90625    28.90625
 28.90625    23.125      23.125      23.125      23.125      23.125
 23.125      23.125      23.125      23.125      23.125      23.125
 23.125      23.125      23.125      23.125      23.125      23.125
 23.125      23.125      23.125      23.125      23.125      23.125
 23.125      23.125      23.125      23.125      23.125      23.125
 23.125      23.125      23.125      23.125      23.125      23.125
 23.125      23.125      23.125      23.125      23.125      23.125
 23.125      23.125      23.125      23.125      23.125      23.125
 23.125      28.90625    28.90625    23.125      23.125      28.90625
 28.90625    28.90625    28.90625    28.90625    28.90625    23.125
 23.125     ]",0.11168125000000001,0.025093749999999998,2.580625,-1.8999999999999986,"[0.4213125 0.4213125 0.4213125 0.4213125 0.4213125 0.4213125 0.4213125
 0.4213125 0.4213125 0.4213125 0.4213125 0.4213125 0.4213125 0.4213125
 0.4213125 0.4213125 0.4213125 0.4213125 0.4213125 0.4213125 0.4213125
 0.4213125 0.4213125 0.4213125 0.4213125 0.4213125 0.4213125 0.4213125
 0.4213125 0.4213125 0.4213125 0.4213125 0.4213125 0.4213125 0.4213125
 0.4213125 0.4213125 0.4213125 0.4213125 0.4213125 0.4213125 0.4213125
 0.4213125 0.4213125 0.4213125 0.4213125 0.4213125 0.4213125 0.4213125
 0.4213125 0.4213125 0.4213125 0.4213125 0.4213125 0.4213125 0.4213125
 0.4213125 0.4213125 0.4213125 0.4213125 0.4213125 0.4213125 0.4213125
 0.4213125 0.4213125 0.4213125 0.4213125 0.4213125 0.4213125 0.4213125
 0.4213125 0.4213125 0.4213125 0.4213125 0.4213125 0.4213125 0.4213125
 0.4213125 0.4213125]",311.0625,1.909375,0.427375,0.1354375,0.910625,1197.5,0.09456250000000002,"[0.         0.06524375 0.06524375 0.06524375 0.08896875 0.08896875
 0.06524375 0.06524375 0.06524375 0.14235    0.14235    0.14235
 0.14235    0.14235    0.14235    0.14235    0.14235    0.14235
 0.14235    0.14235    0.14235    0.14235    0.14235    0.14235
 0.14235    0.14235    0.14235    0.14235    0.14235    0.14235
 0.14235    0.14235    0.14235    0.14235    0.14235    0.14235
 0.14235    0.14235    0.14235    0.14235    0.14235    0.14235
 0.14235    0.14235    0.14235    0.14235    0.14235    0.14235
 0.14235    0.14235    0.14235    0.14235    0.14235    0.14235
 0.14235    0.14235    0.14235    0.14235    0.14235    0.14235
 0.14235    0.14235    0.14235    0.14235    0.14235    0.14235
 0.14235    0.14235    0.14235    0.14235    0.14235    0.14235
 0.14235    0.14235    0.14235    0.14235    0.14235    0.14235
 0.14235   ]",11.363,2.917075e-13,"[0.00000000e+00 2.44892500e-10 2.84060000e-10 1.57030000e-10
 1.85749750e-08 4.99740000e-10 9.77680000e-09 1.57952500e-10
 2.07367500e-10 1.66276250e-09 1.07526665e-07 1.47120000e-10
 1.85950000e-10 5.76735575e-08 9.77518450e-08 3.71585000e-09
 3.71585000e-09 3.71585000e-09 3.71585000e-09 3.71585000e-09
 3.71585000e-09 3.71585000e-09 3.71585000e-09 3.71585000e-09
 3.71585000e-09 3.71585000e-09 3.71585000e-09 3.71585000e-09
 3.71585000e-09 3.71585000e-09 3.71585000e-09 3.71585000e-09
 3.71585000e-09 3.71585000e-09 3.71585000e-09 3.71585000e-09
 3.71585000e-09 3.71585000e-09 3.71585000e-09 3.71585000e-09
 3.71585000e-09 3.71585000e-09 3.71585000e-09 3.71585000e-09
 3.71585000e-09 3.71585000e-09 3.71585000e-09 3.71585000e-09
 3.71585000e-09 3.71585000e-09 3.71585000e-09 3.71585000e-09
 3.71585000e-09 3.71585000e-09 3.71585000e-09 3.71585000e-09
 3.71585000e-09 3.71585000e-09 3.71585000e-09 3.71585000e-09
 3.71585000e-09 3.71585000e-09 3.71585000e-09 3.71585000e-09
 3.71585000e-09 3.71585000e-09 3.71585000e-09 3.71585000e-09
 3.71585000e-09 3.71585000e-09 3.71585000e-09 3.71585000e-09
 3.71585000e-09 3.71585000e-09 3.71585000e-09 3.71585000e-09
 3.71585000e-09 3.71585000e-09 3.71585000e-09]","[0.8850725 0.8850725 0.8850725 0.8850725 0.8850725 0.8850725 0.8850725
 0.8850725 0.8850725 0.8850725 0.8850725 0.8850725 0.8850725 0.8850725
 0.8850725 0.8850725 0.8850725 0.8850725 0.8850725 0.8850725 0.8850725
 0.8850725 0.8850725 0.8850725 0.8850725 0.8850725 0.8850725 0.8850725
 0.8850725 0.8850725 0.8850725 0.8850725 0.8850725 0.8850725 0.8850725
 0.8850725 0.8850725 0.8850725 0.8850725 0.8850725 0.8850725 0.8850725
 0.8850725 0.8850725 0.8850725 0.8850725 0.8850725 0.8850725 0.8850725
 0.8850725 0.8850725 0.8850725 0.8850725 0.8850725 0.8850725 0.8850725
 0.8850725 0.8850725 0.8850725 0.8850725 0.8850725 0.8850725 0.8850725
 0.8850725 0.8850725 0.8850725 0.8850725 0.8850725 0.8850725 0.8850725
 0.8850725 0.8850725 0.8850725 0.8850725 0.8850725 0.8850725 0.8850725
 0.8850725 0.8850725]",1.76375,"[0.         0.0091225  0.0091225  0.01935375 0.0178925  0.0178925
 0.0297575  0.0297575  0.0297575  0.01689375 0.029725   0.02696
 0.01996    0.03922625 0.03736125 0.03922625 0.03922625 0.03922625
 0.03922625 0.03922625 0.03922625 0.03922625 0.03922625 0.03922625
 0.03922625 0.03922625 0.03922625 0.03922625 0.03922625 0.03922625
 0.03922625 0.03922625 0.03922625 0.03922625 0.03922625 0.03922625
 0.03922625 0.03922625 0.03922625 0.03922625 0.03922625 0.03922625
 0.03922625 0.03922625 0.03922625 0.03922625 0.03922625 0.03922625
 0.03922625 0.03922625 0.03922625 0.03922625 0.03922625 0.03922625
 0.03922625 0.03922625 0.03922625 0.03922625 0.03922625 0.03922625
 0.03922625 0.03922625 0.03922625 0.03922625 0.03922625 0.03922625
 0.03922625 0.03922625 0.03922625 0.03922625 0.03922625 0.03922625
 0.03922625 0.03922625 0.03922625 0.03922625 0.03922625 0.03922625
 0.03922625]",1.67375,0.14675,0.02627625,152825.0,"[0.000000e+00 1.253750e-08 1.217500e-08 1.092100e-08 5.723750e-08
 6.123250e-08 2.253375e-08 6.868000e-08 7.213250e-08 7.196000e-09
 1.808375e-09 2.118725e-09 1.148325e-09 1.108500e-09 7.432750e-10
 9.611500e-09 9.611500e-09 9.611500e-09 9.611500e-09 9.611500e-09
 9.611500e-09 9.611500e-09 9.611500e-09 9.611500e-09 9.611500e-09
 9.611500e-09 9.611500e-09 9.611500e-09 9.611500e-09 9.611500e-09
 9.611500e-09 9.611500e-09 9.611500e-09 9.611500e-09 9.611500e-09
 9.611500e-09 9.611500e-09 9.611500e-09 9.611500e-09 9.611500e-09
 9.611500e-09 9.611500e-09 9.611500e-09 9.611500e-09 9.611500e-09
 9.611500e-09 9.611500e-09 9.611500e-09 9.611500e-09 9.611500e-09
 9.611500e-09 9.611500e-09 9.611500e-09 9.611500e-09 9.611500e-09
 9.611500e-09 9.611500e-09 9.611500e-09 9.611500e-09 9.611500e-09
 9.611500e-09 9.611500e-09 9.611500e-09 9.611500e-09 9.611500e-09
 9.611500e-09 9.611500e-09 9.611500e-09 9.611500e-09 9.611500e-09
 9.611500e-09 9.611500e-09 9.611500e-09 9.611500e-09 9.611500e-09
 9.611500e-09 9.611500e-09 9.611500e-09 9.611500e-09]",0.058676874999999996
pe_basin_0_0001,0.084925,121.47500000000001,"[9.       2.215125 2.215125 2.215125 3.645125 3.645125 3.36775  3.36775
 3.36775  2.233    2.233    2.233    5.0295   5.0295   1.511    4.856
 4.856    1.511    1.511    4.856    4.856    4.856    4.856    4.856
 4.856    4.856    4.856    4.856    4.856    4.856    4.856    4.856
 4.856    4.856    4.856    4.856    4.856    4.856    4.856    4.856
 4.856    4.856    4.856    4.856    4.856    4.856    4.856    4.856
 4.856    4.856    4.856    4.856    4.856    4.856    4.856    4.856
 4.856    4.856    4.856    4.856    4.856    4.856    4.856    4.856
 4.856    4.856    4.856    1.511    1.511    4.856    4.856    1.511
 1.511    1.511    1.511    1.511    1.511    4.856    4.856   ]",-17.5,0.034130125000000004,25.1875,7.4575,"[0.         0.00036072 0.00036072 0.0012024  0.0162405  0.0162405
 0.04744575 0.04744575 0.04744575 0.02031075 0.02068841 0.00827536
 0.00313488 0.00313488 0.00313488 0.02048611 0.02048611 0.02048611
 0.02048611 0.02048611 0.02048611 0.02048611 0.02048611 0.02048611
 0.02048611 0.02048611 0.02048611 0.02048611 0.02048611 0.02048611
 0.02048611 0.02048611 0.02048611 0.02048611 0.02048611 0.02048611
 0.02048611 0.02048611 0.02048611 0.02048611 0.02048611 0.02048611
 0.02048611 0.02048611 0.02048611 0.02048611 0.02048611 0.02048611
 0.02048611 0.02048611 0.02048611 0.02048611 0.02048611 0.02048611
 0.02048611 0.02048611 0.02048611 0.02048611 0.02048611 0.02048611
 0.02048611 0.02048611 0.02048611 0.02048611 0.02048611 0.02048611
 0.02048611 0.02048611 0.02048611 0.02048611 0.02048611 0.02048611
 0.02048611 0.02048611 0.02048611 0.02048611 0.02048611 0.02048611
 0.02048611]",-1.5212500000000002,1.0943749999999999,0.014262500000000001,0.265625,"[191250.3625 191250.3625 191250.3625 191250.3625 191250.3625 191250.3625
 191250.3625 191250.3625 191250.3625 191250.3625 191250.3625 191250.3625
 191250.3625 191250.3625 191250.3625 191250.3625 191250.3625 191250.3625
 191250.3625 191250.3625 191250.3625 191250.3625 191250.3625 191250.3625
 191250.3625 191250.3625 191250.3625 191250.3625 191250.3625 191250.3625
 191250.3625 191250.3625 191250.3625 191250.3625 191250.3625 191250.3625
 191250.3625 191250.3625 191250.3625 191250.3625 191250.3625 191250.3625
 191250.3625 191250.3625 191250.3625 191250.3625 191250.3625 191250.3625
 191250.3625 191250.3625 191250.3625 191250.3625 191250.3625 191250.3625
 191250.3625 191250.3625 191250.3625 191250.3625 191250.3625 191250.3625
 191250.3625 191250.3625 191250.3625 191250.3625 191250.3625 191250.3625
 191250.3625 191250.3625 191250.3625 191250.3625 191250.3625 191250.3625
 191250.3625 191250.3625 191250.3625 191250.3625 191250.3625 191250.3625
 191250.3625]",0.6492625,"[  1.81625    105.3425     105.3425      46.8830666   53.76702191
  53.76702191  42.59498124  42.59498124  42.59498124  66.1416606
  42.23837209  38.86775     37.596375    50.90386771  64.2238331
  50.90386771  45.40625     45.40625     45.40625     36.325
  36.325       36.325       36.325       36.325       36.325
  36.325       36.325       36.325       36.325       36.325
  36.325       36.325       36.325       36.325       36.325
  36.325       36.325       36.325       36.325       36.325
  36.325       36.325       36.325       36.325       36.325
  36.325       36.325       36.325       36.325       36.325
  36.325       36.325       36.325       36.325       36.325
  36.325       36.325       36.325       36.325       36.325
  36.325       36.325       36.325       36.325       36.325
  36.325       36.325       45.40625     45.40625     36.325
  36.325       45.40625     45.40625     45.40625     45.40625
  45.40625     45.40625     36.325       36.325     ]",0.14090625,0.01009375,2.154375,16.299999999999997,"[0.8300875 0.8300875 0.8300875 0.8300875 0.8300875 0.8300875 0.8300875
 0.8300875 0.8300875 0.8300875 0.8300875 0.8300875 0.8300875 0.8300875
 0.8300875 0.8300875 0.8300875 0.8300875 0.8300875 0.8300875 0.8300875
 0.8300875 0.8300875 0.8300875 0.8300875 0.8300875 0.8300875 0.8300875
 0.8300875 0.8300875 0.8300875 0.8300875 0.8300875 0.8300875 0.8300875
 0.8300875 0.8300875 0.8300875 0.8300875 0.8300875 0.8300875 0.8300875
 0.8300875 0.8300875 0.8300875 0.8300875 0.8300875 0.8300875 0.8300875
 0.8300875 0.8300875 0.8300875 0.8300875 0.8300875 0.8300875 0.8300875
 0.8300875 0.8300875 0.8300875 0.8300875 0.8300875 0.8300875 0.8300875
 0.8300875 0.8300875 0.8300875 0.8300875 0.8300875 0.8300875 0.8300875
 0.8300875 0.8300875 0.8300875 0.8300875 0.8300875 0.8300875 0.8300875
 0.8300875 0.8300875]",598.5625,3.578125,0.455125,0.2470625,1.5756249999999998,892.5,0.17406249999999998,"[0.         0.10319375 0.10319375 0.10319375 0.14071875 0.14071875
 0.10319375 0.10319375 0.10319375 0.22515    0.22515    0.22515
 0.22515    0.22515    0.22515    0.22515    0.22515    0.22515
 0.22515    0.22515    0.22515    0.22515    0.22515    0.22515
 0.22515    0.22515    0.22515    0.22515    0.22515    0.22515
 0.22515    0.22515    0.22515    0.22515    0.22515    0.22515
 0.22515    0.22515    0.22515    0.22515    0.22515    0.22515
 0.22515    0.22515    0.22515    0.22515    0.22515    0.22515
 0.22515    0.22515    0.22515    0.22515    0.22515    0.22515
 0.22515    0.22515    0.22515    0.22515    0.22515    0.22515
 0.22515    0.22515    0.22515    0.22515    0.22515    0.22515
 0.22515    0.22515    0.22515    0.22515    0.22515    0.22515
 0.22515    0.22515    0.22515    0.22515    0.22515    0.22515
 0.22515   ]",5.093,3.739975e-13,"[0.00000000e+00 2.39217500e-10 2.77460000e-10 1.53730000e-10
 1.81027250e-08 4.88340000e-10 9.52880000e-09 1.55677500e-10
 2.04442500e-10 1.62138750e-09 1.04778515e-07 1.43920000e-10
 1.81450000e-10 5.61997325e-08 9.52538950e-08 3.62235000e-09
 3.62235000e-09 3.62235000e-09 3.62235000e-09 3.62235000e-09
 3.62235000e-09 3.62235000e-09 3.62235000e-09 3.62235000e-09
 3.62235000e-09 3.62235000e-09 3.62235000e-09 3.62235000e-09
 3.62235000e-09 3.62235000e-09 3.62235000e-09 3.62235000e-09
 3.62235000e-09 3.62235000e-09 3.62235000e-09 3.62235000e-09
 3.62235000e-09 3.62235000e-09 3.62235000e-09 3.62235000e-09
 3.62235000e-09 3.62235000e-09 3.62235000e-09 3.62235000e-09
 3.62235000e-09 3.62235000e-09 3.62235000e-09 3.62235000e-09
 3.62235000e-09 3.62235000e-09 3.62235000e-09 3.62235000e-09
 3.62235000e-09 3.62235000e-09 3.62235000e-09 3.62235000e-09
 3.62235000e-09 3.62235000e-09 3.62235000e-09 3.62235000e-09
 3.62235000e-09 3.62235000e-09 3.62235000e-09 3.62235000e-09
 3.62235000e-09 3.62235000e-09 3.62235000e-09 3.62235000e-09
 3.62235000e-09 3.62235000e-09 3.62235000e-09 3.62235000e-09
 3.62235000e-09 3.62235000e-09 3.62235000e-09 3.62235000e-09
 3.62235000e-09 3.62235000e-09 3.62235000e-09]","[0.9706425 0.9706425 0.9706425 0.9706425 0.9706425 0.9706425 0.9706425
 0.9706425 0.9706425 0.9706425 0.9706425 0.9706425 0.9706425 0.9706425
 0.9706425 0.9706425 0.9706425 0.9706425 0.9706425 0.9706425 0.9706425
 0.9706425 0.9706425 0.9706425 0.9706425 0.9706425 0.9706425 0.9706425
 0.9706425 0.9706425 0.9706425 0.9706425 0.9706425 0.9706425 0.9706425
 0.9706425 0.9706425 0.9706425 0.9706425 0.9706425 0.9706425 0.9706425
 0.9706425 0.9706425 0.9706425 0.9706425 0.9706425 0.9706425 0.9706425
 0.9706425 0.9706425 0.9706425 0.9706425 0.9706425 0.9706425 0.9706425
 0.9706425 0.9706425 0.9706425 0.9706425 0.9706425 0.9706425 0.9706425
 0.9706425 0.9706425 0.9706425 0.9706425 0.9706425 0.9706425 0.9706425
 0.9706425 0.9706425 0.9706425 0.9706425 0.9706425 0.9706425 0.9706425
 0.9706425 0.9706425]",1.52375,"[0.         0.0109585  0.0109585  0.02101975 0.0200005  0.0200005
 0.0317295  0.0317295  0.0317295  0.01910375 0.031765   0.029136
 0.022136   0.04136825 0.03963925 0.04136825 0.04136825 0.04136825
 0.04136825 0.04136825 0.04136825 0.04136825 0.04136825 0.04136825
 0.04136825 0.04136825 0.04136825 0.04136825 0.04136825 0.04136825
 0.04136825 0.04136825 0.04136825 0.04136825 0.04136825 0.04136825
 0.04136825 0.04136825 0.04136825 0.04136825 0.04136825 0.04136825
 0.04136825 0.04136825 0.04136825 0.04136825 0.04136825 0.04136825
 0.04136825 0.04136825 0.04136825 0.04136825 0.04136825 0.04136825
 0.04136825 0.04136825 0.04136825 0.04136825 0.04136825 0.04136825
 0.04136825 0.04136825 0.04136825 0.04136825 0.04136825 0.04136825
 0.04136825 0.04136825 0.04136825 0.04136825 0.04136825 0.04136825
 0.04136825 0.04136825 0.04136825 0.04136825 0.04136825 0.04136825
 0.04136825]",1.34375,0.14325,0.03617625000000001,55075.0,"[0.000000e+00 2.216250e-08 2.042500e-08 1.851100e-08 9.986250e-08
 1.099075e-07 3.669625e-08 1.258800e-07 1.318075e-07 1.203600e-08
 2.674625e-09 3.661475e-09 2.075075e-09 1.823500e-09 1.180525e-09
 1.769650e-08 1.769650e-08 1.769650e-08 1.769650e-08 1.769650e-08
 1.769650e-08 1.769650e-08 1.769650e-08 1.769650e-08 1.769650e-08
 1.769650e-08 1.769650e-08 1.769650e-08 1.769650e-08 1.769650e-08
 1.769650e-08 1.769650e-08 1.769650e-08 1.769650e-08 1.769650e-08
 1.769650e-08 1.769650e-08 1.769650e-08 1.769650e-08 1.769650e-08
 1.769650e-08 1.769650e-08 1.769650e-08 1.769650e-08 1.769650e-08
 1.769650e-08 1.769650e-08 1.769650e-08 1.769650e-08 1.769650e-08
 1.769650e-08 1.769650e-08 1.769650e-08 1.769650e-08 1.769650e-08
 1.769650e-08 1.769650e-08 1.769650e-08 1.769650e-08 1.769650e-08
 1.769650e-08 1.769650e-08 1.769650e-08 1.769650e-08 1.769650e-08
 1.769650e-08 1.769650e-08 1.769650e-08 1.769650e-08 1.769650e-08
 1.769650e-08 1.769650e-08 1.769650e-08 1.769650e-08 1.769650e-08
 1.769650e-08 1.769650e-08 1.769650e-08 1.769650e-08]",0.11760312500000002
